id_dep,nome,deputado,partido,UF,tema_1,tema_2,tema_3,tema_4,tema_5,tema_6,tema_7,tema_8,tema_9,tema_10,tema_11,tema_12,tema_13,tema_14,tema_15,tema_16,tema_17,tema_18,tema_19,IMPEACHMENT
160604,PedroUczai,Pedro Uczai,pt,SC,nao,nao votou,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao votou,nao votou,sim,nao,sim,nao,nao
178844,PedroVilela,Pedro Vilela,psdb,AL,sim,nao,sim,sim,sim,sim,nao votou,nao votou,sim,nao votou,sim,nao votou,nao votou,nao,nao,nao,sim,sim,nao,sim
141445,PepeVargas,Pepe Vargas,pt,RS,nao,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao
73486,PompeodeMattos,Pompeo de Mattos,pdt,RS,sim,nao votou,sim,sim,nao,nao,nao,nao,nao votou,nao,sim,sim,sim,nao,nao,sim,nao,sim,nao,nao votou
160641,ProfessoraMarcivania,Professora Marcivania,pt,AP,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao votou,nao votou,sim,nao,sim,nao,nao
148134,ProfessorVictorioGalli,Professor Victório Galli,psc,MT,sim,sim,nao,sim,sim,sim,sim,nao,sim,sim,sim,sim,sim,nao,nao,sim,sim,sim,sim,sim
178951,RafaelMotta,Rafael Motta,pros,RN,sim,nao,sim,sim,nao,sim,sim,nao,nao votou,nao,sim,sim,sim,sim,nao votou,sim,nao votou,sim,sim,sim
74216,RaimundoGomesdeMatos,Raimundo Gomes de Matos,psdb,CE,sim,nao votou,sim,sim,sim,sim,nao votou,sim,sim,nao,sim,nao votou,nao votou,nao,nao,sim,nao,sim,sim,sim
178998,RaquelMuniz,Raquel Muniz,psc,MG,sim,sim,nao,sim,sim,sim,sim,nao,sim,sim,sim,sim,sim,nao,nao,sim,nao,sim,sim,sim
74161,ReginaldoLopes,Reginaldo Lopes,pt,MG,nao,nao votou,sim,nao votou,nao,nao,nao,nao,nao votou,nao,nao votou,sim,sim,sim,sim,sim,nao,nao,nao,nao
178960,RemidioMonai,Remídio Monai,pr,RR,nao votou,nao votou,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao,nao votou,sim,sim,nao,sim,sim,sim
178989,RenataAbreu,Renata Abreu,ptn,SP,sim,sim,sim,sim,sim,sim,nao,nao,sim,sim,sim,sim,sim,sim,sim,sim,nao,nao votou,nao,sim
141527,RenatoMolling,Renato Molling,pp,RS,nao votou,sim,nao,nao votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao votou,nao,sim,sim,sim,sim,sim
160654,RenzoBraz,Renzo Braz,pp,MG,sim,nao votou,sim,nao votou,sim,sim,sim,sim,nao votou,sim,sim,sim,nao votou,sim,nao,sim,nao,nao votou,sim,sim
73788,RicardoBarros,Ricardo Barros,pp,PR,sim,nao votou,nao votou,nao votou,nao,nao,sim,sim,sim,sim,nao votou,sim,nao votou,sim,sim,nao,nao votou,nao votou,nao,sim
160655,RicardoIzar,Ricardo Izar,psd,SP,sim,nao votou,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,nao votou,sim,sim,sim,nao,sim,nao,sim
178920,RicardoTeobaldo,Ricardo Teobaldo,ptb,PE,sim,nao votou,nao votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao votou,sim,sim,sim,nao,nao votou,sim,nao
141472,RicardoTripoli,Ricardo Tripoli,psdb,SP,sim,sim,nao votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,nao,nao,sim,sim,sim,nao,sim
152610,RobertoAlves,Roberto Alves,prb,SP,nao,sim,sim,sim,sim,sim,sim,nao,nao votou,nao,sim,sim,sim,sim,sim,nao,nao,sim,nao,sim
73674,RobertoBalestra,Roberto Balestra,pp,GO,sim,sim,nao,sim,sim,sim,sim,nao votou,sim,sim,sim,sim,sim,nao,nao votou,sim,sim,sim,nao,sim
141529,RobertoBritto,Roberto Britto,pp,BA,sim,sim,sim,sim,sim,sim,nao votou,sim,sim,sim,sim,sim,nao,sim,sim,sim,nao,sim,sim,nao
178995,RobertoGoes,Roberto Góes,pdt,AP,nao,nao,sim,sim,nao,nao,sim,nao,sim,nao,nao,nao,sim,nao,nao,sim,nao,sim,sim,nao
178944,RobertoSales,Roberto Sales,prb,RJ,nao,sim,sim,sim,sim,sim,sim,nao,sim,nao,nao votou,sim,sim,sim,nao votou,sim,nao,sim,nao,sim
178840,Rocha,Rocha,psdb,AC,sim,sim,nao,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao votou,nao,nao,sim,nao,nao votou,nao,sim
141531,RodrigodeCastro,Rodrigo de Castro,psdb,MG,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,nao,sim,nao,sim,sim,sim
74693,RodrigoMaia,Rodrigo Maia,dem,RJ,sim,sim,nao votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao votou,sim,sim,nao,sim,sim,nao,sim
178926,RodrigoMartins,Rodrigo Martins,psb,PI,nao,nao,sim,sim,nao votou,nao votou,nao,sim,sim,nao,nao,sim,sim,nao,nao,sim,nao,sim,sim,sim
178897,RodrigoPacheco,Rodrigo Pacheco,pmdb,MG,sim,sim,sim,sim,nao votou,nao votou,sim,nao,sim,sim,sim,sim,nao,sim,sim,nao votou,nao votou,sim,nao votou,sim
141535,RogerioMarinho,Rogério Marinho,psdb,RN,sim,sim,sim,sim,nao votou,sim,sim,sim,sim,sim,sim,sim,nao votou,nao,nao,sim,sim,sim,nao,sim
160426,RogerioRosso,Rogério Rosso,psd,DF,sim,sim,nao votou,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim
141536,RomuloGouveia,Rômulo Gouveia,psd,PB,nao,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim
160515,RonaldoBenedet,Ronaldo Benedet,pmdb,SC,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim
178861,RonaldoCarletto,Ronaldo Carletto,pp,BA,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao votou,sim,sim,sim,nao,sim,sim,nao
160637,RonaldoFonseca,Ronaldo Fonseca,pros,DF,sim,sim,nao votou,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,sim,sim,nao,sim
178845,RonaldoLessa,Ronaldo Lessa,pdt,AL,nao,nao,sim,nao votou,nao,nao,nao votou,nao votou,nao votou,nao,nao,nao votou,sim,nao,nao,sim,sim,sim,sim,nao
122466,RonaldoMartins,Ronaldo Martins,prb,CE,nao,sim,sim,sim,sim,sim,sim,nao,nao,nao,sim,sim,nao,sim,nao,nao,nao,sim,nao,sim
163321,RonaldoNogueira,Ronaldo Nogueira,ptb,RS,sim,sim,sim,sim,sim,sim,sim,sim,nao,nao,nao,sim,nao,nao,nao,nao,nao,sim,nao votou,sim
178870,RoneyNemer,Rôney Nemer,pmdb,DF,nao,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim,nao,sim,nao votou,sim,sim,sim,sim,sim,sim
178945,RosangelaGomes,Rosangela Gomes,prb,RJ,sim,sim,sim,sim,sim,sim,sim,nao,sim,nao,sim,sim,sim,sim,nao,nao,nao,sim,nao,sim
73466,RubensBueno,Rubens Bueno,pps,PR,sim,nao,sim,sim,nao,nao,nao,nao,sim,nao,sim,sim,sim,nao,nao,nao,sim,sim,nao,sim
74371,RubensOtoni,Rubens Otoni,pt,GO,sim,sim,sim,sim,nao,nao,nao,nao,nao votou,nao,nao,sim,sim,sim,sim,sim,nao,sim,nao,nao
178887,RubensPereiraJunior,Rubens Pereira Júnior,pcdob,MA,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,nao,sim,nao votou,sim,sim,nao,nao,nao votou,nao,nao
160630,SaguasMoraes,Ságuas Moraes,pt,MT,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao votou,sim,sim,sim,nao votou,sim,nao,sim,nao,nao
178990,SamuelMoreira,Samuel Moreira,psdb,SP,sim,sim,sim,sim,sim,sim,nao votou,sim,sim,nao,sim,nao votou,nao,nao,nao,nao,sim,sim,nao,sim
160621,SandroAlex,Sandro Alex,pps,PR,sim,sim,sim,sim,sim,sim,nao,nao,sim,nao,sim,sim,sim,nao,nao,nao,sim,sim,nao,sim
74762,SaraivaFelipe,Saraiva Felipe,pmdb,MG,sim,sim,sim,sim,nao,nao,sim,nao votou,sim,nao votou,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim
74210,SarneyFilho,Sarney Filho,pv,MA,nao votou,nao votou,sim,nao,nao,nao,sim,nao,nao votou,nao,nao,nao votou,sim,sim,sim,sim,sim,nao votou,sim,sim
73808,SergioBrito,Sérgio Brito,psd,BA,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim,sim,nao,sim,sim,sim,sim,sim,sim,nao
141542,SergioMoraes,Sérgio Moraes,ptb,RS,sim,nao votou,nao,sim,sim,sim,sim,sim,nao votou,sim,sim,sim,nao,nao,nao,sim,nao,sim,sim,sim
178991,SergioReis,Sérgio Reis,prb,SP,nao votou,sim,sim,sim,nao votou,nao votou,sim,nao,nao votou,nao,sim,sim,nao votou,sim,sim,nao votou,nao votou,nao votou,nao votou,sim
178933,SergioSouza,Sergio Souza,pmdb,PR,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,nao votou,nao,sim
178874,SergioVidigal,Sergio Vidigal,pdt,ES,sim,nao votou,sim,sim,nao,nao,nao,nao,sim,nao,nao,sim,sim,nao,nao,nao votou,nao votou,sim,nao votou,sim
160612,SergioZveiter,Sergio Zveiter,psd,RJ,nao votou,nao votou,nao votou,sim,nao votou,nao votou,nao votou,nao votou,sim,nao votou,nao votou,nao votou,sim,sim,sim,sim,nao,sim,sim,sim
178961,Sheridan,Shéridan,psdb,RR,sim,sim,nao votou,sim,sim,sim,sim,sim,sim,sim,nao votou,sim,sim,nao,nao,nao votou,nao votou,sim,nao votou,sim
160613,SibaMachado,Sibá Machado,pt,AC,sim,nao votou,nao votou,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,sim,sim,nao,sim,nao,nao
74356,SilasCamara,Silas Câmara,psd,AM,sim,sim,nao,sim,nao votou,nao votou,sim,sim,nao votou,nao,sim,sim,nao votou,sim,sim,sim,nao,sim,sim,sim
4930,SilvioCosta,Silvio Costa,psc,PE,sim,sim,sim,nao,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,nao,nao,sim,nao,nao
73560,SilvioTorres,Silvio Torres,psdb,SP,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao votou,nao,nao,sim,nao,sim,nao votou,sim
178911,SimoneMorgado,Simone Morgado,pmdb,PA,sim,sim,sim,sim,nao,nao,nao,nao,nao votou,nao,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao
178946,SorayaSantos,Soraya Santos,pmdb,RJ,nao votou,nao votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao votou,nao votou,sim,nao votou,sim
178947,SostenesCavalcante,Sóstenes Cavalcante,psd,RJ,sim,sim,nao,sim,sim,sim,sim,sim,nao,sim,sim,sim,sim,nao,nao,sim,sim,sim,nao,sim
92776,StefanoAguiar,Stefano Aguiar,psb,MG,sim,nao votou,nao,sim,sim,sim,sim,sim,sim,sim,nao,sim,nao votou,nao,nao,sim,nao,sim,sim,sim
177282,SubtenenteGonzaga,Subtenente Gonzaga,pdt,MG,nao,nao,sim,sim,nao,sim,nao,nao,nao,nao,nao votou,sim,sim,nao,nao,sim,nao,sim,sim,sim
178922,TadeuAlencar,Tadeu Alencar,psb,PE,nao,nao votou,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,sim,nao,sim,sim,sim
74385,Takayama,Takayama,psc,PR,nao votou,sim,sim,sim,nao votou,sim,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,sim
178898,TenenteLucio,Tenente Lúcio,psb,MG,nao,sim,nao,sim,nao,nao,sim,sim,sim,nao,nao,sim,sim,nao,sim,sim,sim,sim,sim,sim
178901,TerezaCristina,Tereza Cristina,psb,MS,sim,nao,nao,sim,nao,sim,sim,nao votou,sim,nao votou,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim
160617,ThiagoPeixoto,Thiago Peixoto,psd,GO,sim,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,sim
178862,TiaEron,Tia Eron,prb,BA,sim,sim,sim,nao votou,sim,sim,sim,nao,sim,nao,sim,sim,sim,sim,nao,nao,nao,sim,nao,sim
160976,Tiririca,Tiririca,pr,SP,sim,sim,sim,sim,sim,sim,sim,sim,nao,nao,sim,sim,sim,sim,nao,sim,nao,sim,sim,sim
160611,ToninhoPinheiro,Toninho Pinheiro,pp,MG,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao votou,sim,sim,sim,nao,sim,sim,sim
178934,ToninhoWandscheer,Toninho Wandscheer,pt,PR,sim,nao,sim,sim,nao,nao votou,nao,nao,nao,nao,nao votou,sim,sim,sim,sim,sim,nao,nao votou,sim,sim
178863,UlduricoJunior,Uldurico Junior,ptc,BA,sim,sim,sim,sim,nao,nao,sim,nao,nao,nao,nao,sim,nao votou,sim,nao,nao,nao,nao votou,sim,sim
141384,ValadaresFilho,Valadares Filho,psb,SE,nao,sim,sim,sim,nao,sim,sim,nao,nao votou,nao,nao,sim,sim,nao,nao,nao votou,nao votou,sim,nao votou,sim
74010,ValdirColatto,Valdir Colatto,pmdb,SC,sim,sim,nao,sim,sim,sim,nao votou,nao votou,sim,nao votou,sim,nao votou,sim,sim,sim,sim,nao,sim,nao,sim
113247,ValmirPrascidelli,Valmir Prascidelli,pt,SP,sim,sim,nao votou,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,sim,sim,nao,nao votou,nao,nao
141552,ValtenirPereira,Valtenir Pereira,pros,MT,sim,sim,sim,nao,sim,sim,nao,nao,sim,nao,nao votou,sim,sim,sim,sim,nao,nao,sim,nao,nao
141553,VanderleiMacris,Vanderlei Macris,psdb,SP,sim,sim,sim,sim,sim,sim,sim,sim,nao votou,nao,sim,sim,nao votou,nao votou,nao,sim,nao,sim,nao,sim
74376,VanderLoubet,Vander Loubet,pt,MS,nao,nao votou,sim,sim,nao,nao votou,nao,nao,nao,nao,nao votou,sim,nao votou,sim,sim,sim,nao,nao votou,sim,nao
178913,VenezianoVitaldoRego,Veneziano Vital do Rêgo,pmdb,PB,nao,sim,sim,nao votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao,sim,sim,sim
74308,VicenteArruda,Vicente Arruda,pros,CE,sim,sim,sim,nao,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao
160622,VicenteCandido,Vicente Candido,pt,SP,sim,nao votou,nao votou,nao votou,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,sim,sim,nao,nao votou,nao,nao
74283,Vicentinho,Vicentinho,pt,SP,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,sim,sim,nao,sim,nao,nao
137070,VicentinhoJunior,Vicentinho Júnior,psb,TO,nao,nao votou,nao votou,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao,sim,sim,sim,nao,sim,sim,nao
178888,VictorMendes,Victor Mendes,pv,MA,sim,nao,sim,sim,nao votou,nao votou,sim,nao,sim,sim,nao,sim,sim,sim,sim,sim,nao,sim,nao,sim
141555,ViniciusCarvalho,Vinicius Carvalho,prb,SP,nao,sim,sim,sim,sim,sim,sim,nao,sim,nao,sim,sim,nao,sim,sim,nao,nao,sim,nao,sim
160591,ViniciusGurgel,Vinicius Gurgel,pr,AP,nao votou,sim,nao votou,sim,sim,sim,sim,sim,sim,nao,nao votou,sim,nao,nao votou,sim,sim,nao,nao votou,nao,nao votou
178992,VitorLippi,Vitor Lippi,psdb,SP,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim,nao,nao,sim,nao,sim,nao,sim
178869,VitorValim,Vitor Valim,pmdb,CE,sim,sim,sim,sim,sim,sim,sim,nao,nao,sim,nao votou,sim,sim,nao,nao,sim,sim,sim,sim,sim
189593,WadihDamous,Wadih Damous,pt,RJ,nao,sim,nao,nao,nao,nao,nao,nao,nao votou,nao,nao votou,sim,sim,nao votou,nao votou,sim,nao,sim,nao,nao
160569,WaldenorPereira,Waldenor Pereira,pt,BA,nao,sim,nao votou,nao votou,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,sim,sim,nao,sim,nao,nao
141558,WaldirMaranhao,Waldir Maranhão,pp,MA,nao votou,sim,sim,nao votou,nao,sim,sim,sim,nao votou,sim,nao votou,sim,nao votou,sim,sim,nao votou,nao votou,nao votou,nao votou,nao
178952,WalterAlves,Walter Alves,pmdb,RN,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao votou,sim,sim,sim,sim,sim,sim,sim
160620,WashingtonReis,Washington Reis,pmdb,RJ,sim,nao votou,sim,nao votou,nao,nao,nao votou,sim,sim,sim,sim,nao votou,sim,sim,sim,nao votou,nao votou,sim,nao votou,sim
160518,WelitonPrado,Weliton Prado,pt,MG,nao,sim,sim,sim,sim,sim,nao votou,nao votou,nao,nao votou,nao,nao votou,nao votou,nao,nao,nao votou,nao votou,nao votou,nao votou,sim
74043,WellingtonRoberto,Wellington Roberto,pr,PB,sim,nao votou,sim,sim,sim,nao votou,sim,sim,sim,nao,nao votou,sim,sim,sim,sim,sim,nao,sim,sim,nao
167493,WevertonRocha,Weverton Rocha,pdt,MA,nao votou,nao votou,sim,sim,nao,nao,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,nao,sim,sim,nao
160636,WilsonFilho,Wilson Filho,ptb,PB,sim,nao,sim,nao votou,sim,sim,sim,nao votou,sim,sim,nao,sim,sim,sim,sim,sim,sim,sim,sim,sim
73930,WladimirCosta,Wladimir Costa,solidaried,PA,nao votou,nao votou,sim,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,sim
74439,WolneyQueiroz,Wolney Queiroz,pdt,PE,nao,nao votou,sim,sim,nao,nao,nao,nao,nao,nao,nao,sim,nao votou,nao,nao,nao,nao,sim,sim,nao
178923,ZecaCavalcanti,Zeca Cavalcanti,ptb,PE,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim,nao votou,sim,sim,sim,nao,nao votou,sim,nao
160592,ZecaDirceu,Zeca Dirceu,pt,PR,nao,nao votou,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,sim,nao,sim,nao,nao
178889,ZeCarlos,Zé Carlos,pt,MA,nao votou,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao votou,nao votou,sim,nao,sim,nao,nao
73931,ZeGeraldo,Zé Geraldo,pt,PA,nao,nao votou,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,sim,sim,nao,sim,nao,nao
178949,ZenaideMaia,Zenaide Maia,pr,RN,nao,sim,sim,sim,nao,nao,sim,sim,nao votou,nao,nao,sim,sim,sim,sim,sim,nao,sim,sim,nao
160632,ZeSilva,Zé Silva,solidaried,MG,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,nao,sim,nao,sim,sim,sim
178957,AbelMesquitaJr,NA,pdt,RR,nao,nao,nao votou,sim,nao,sim,sim,sim,sim,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,sim
133374,AdemirCamilo,NA,pros,MG,sim,sim,sim,sim,sim,sim,nao,nao,nao,sim,sim,sim,nao,nao votou,nao,sim,nao,sim,sim,NA
133439,AndreFigueiredo,NA,pdt,CE,nao votou,nao votou,sim,sim,nao,nao,nao,nao,sim,nao,nao votou,sim,sim,nao,nao,nao votou,nao votou,sim,nao votou,NA
74213,AntonioBalhmann,NA,pros,CE,nao votou,nao votou,nao votou,nao votou,sim,sim,nao,sim,sim,nao,nao votou,sim,nao,sim,sim,nao votou,nao votou,sim,nao votou,sim
73584,AntonioCarlosMendesThame,NA,psdb,SP,sim,sim,sim,sim,nao votou,nao votou,sim,sim,nao votou,nao,nao votou,sim,sim,nao votou,nao,nao,nao,sim,nao,NA
105112,CabucuBorges,NA,pmdb,AP,sim,nao votou,sim,sim,nao votou,sim,sim,sim,sim,sim,sim,sim,nao votou,sim,sim,sim,sim,nao votou,sim,sim
74474,CarlosEduardoCadoca,NA,pcdob,PE,nao,nao,sim,nao,nao,nao,nao,nao,sim,sim,nao,sim,sim,sim,sim,nao,sim,nao votou,nao,NA
73568,CelsoJacob,NA,pmdb,RJ,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao votou,nao votou,sim,nao votou,NA
141439,ChicoDAngelo,NA,pt,RJ,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,sim,sim,nao,sim,nao,nao
178848,ConceicaoSampaio,NA,pp,AM,nao,sim,nao,nao votou,nao,nao,sim,nao,sim,sim,sim,sim,sim,nao,nao,sim,sim,sim,sim,sim
185500,DeoclidesMacedo,NA,pdt,MA,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,sim,nao votou,nao votou,nao votou,nao votou,nao votou,nao votu,nao votou,nao votou,nao votou,nao votou,NA
178940,DrJoao,NA,pr,RJ,sim,sim,nao,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao votou,sim,sim,sim,nao,sim,nao,sim
160643,DrJorgeSilva,NA,pros,ES,nao,sim,sim,sim,nao,sim,nao,nao,sim,nao,sim,sim,nao,sim,sim,sim,nao,sim,sim,sim
178830,DrSinvalMalheiros,NA,pv,SP,sim,sim,nao votou,sim,nao,sim,sim,nao,nao votou,nao,nao,sim,sim,nao,nao,nao votou,nao votou,sim,nao votou,sim
73793,EdinhoBez,NA,pmdb,SC,sim,nao,sim,sim,sim,sim,sim,nao votou,sim,sim,sim,sim,nao,nao votou,sim,sim,sim,sim,nao votou,NA
160578,EdmarArruda,NA,psc,PR,nao votou,sim,nao,sim,sim,sim,sim,nao,nao votou,sim,nao votou,sim,nao votou,nao,sim,sim,sim,nao votou,sim,NA
178904,EzequielFonseca,NA,pp,MT,nao,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim
146829,FabianoHorta,NA,pt,RJ,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao,nao votou,nao,nao votou,nao votou,sim,sim,nao votou,nao votou,nao votou,nao votou,NA
190149,FabricioOliveira,NA,psb,SC,nao,sim,sim,sim,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,NA
160666,FelixMendoncaJunior,NA,pdt,BA,sim,sim,sim,sim,nao,nao,nao,nao,sim,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao
73481,FernandoMarroni,NA,pt,RS,nao votou,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,sim,sim,nao,sim,nao,NA
92699,FernandoMonteiro,NA,pp,PE,sim,sim,sim,nao,sim,sim,sim,sim,sim,sim,sim,sim,nao votou,nao votou,sim,sim,nao votou,sim,sim,NA
191923,FlavioNogueira,NA,pdt,PI,sim,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao voto,nao votou,nao votou,nao votou,nao votou,NA
178959,HiranGoncalves,NA,pmn,RR,sim,nao votou,sim,sim,sim,sim,sim,nao,sim,sim,sim,sim,sim,sim,sim,nao,nao,nao,nao,sim
131966,JoseFogaca,NA,pmdb,RS,sim,sim,sim,sim,nao,nao,nao,nao,sim,nao,nao,sim,nao votou,nao,nao,nao,nao,sim,nao,sim
151965,JoseMaiaFilho,NA,solidaried,PI,nao votou,nao votou,nao votou,nao votou,nao,nao,sim,sim,nao votou,sim,nao votou,sim,sim,nao votou,nao votou,sim,nao votou,sim,sim,NA
178851,JoziRocha,NA,ptb,AP,nao votou,nao votou,nao votou,nao,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao
178918,KaioManicoba,NA,phs,PE,sim,sim,sim,sim,nao,sim,sim,sim,sim,sim,sim,sim,nao,nao votou,nao,sim,nao,sim,nao,sim
141483,LindomarGarcon,NA,pmdb,RO,nao votou,nao,sim,nao votou,nao votou,sim,sim,sim,sim,sim,sim,sim,nao votou,sim,sim,sim,sim,nao votou,sim,sim
74277,LobbeNeto,NA,psdb,SP,sim,sim,sim,sim,sim,sim,nao votou,nao votou,sim,nao votou,nao votou,nao votou,sim,nao,nao,nao,sim,sim,nao,NA
151965,Mainha,NA,solidaried,PI,nao,nao votou,sim,sim,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,NA
160660,MarceloAguiar,NA,dem,SP,sim,sim,nao,sim,sim,sim,sim,sim,nao votou,sim,sim,sim,nao votou,sim,sim,sim,sim,sim,nao,NA
178858,MarioNegromonteJr,NA,pp,BA,sim,nao votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao votou,sim,sim,sim,sim,nao,sim,sim,nao votou
181315,MarquinhoMendes,NA,pmdb,RJ,sim,nao votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,NA
74428,MendoncaFilho,NA,dem,PE,sim,sim,nao votou,sim,sim,sim,sim,sim,nao votou,sim,sim,nao,nao votou,nao,nao,nao,sim,sim,nao,sim
188097,MerlongSolano,NA,pt,PI,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao,nao votou,nao votou,nao votou,nao votou,nao votou,sim,nao votou,nao votou,nao votou,nao votou,NA
180545,OsmarBertoldi,NA,dem,PR,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,sim,nao votou,sim,nao votou,nao votou,nao,nao,nao votou,nao votou,nao votou,nao votou,NA
186775,PastorFranklin,NA,ptdob,MG,sim,sim,sim,sim,sim,sim,sim,nao,sim,nao,sim,sim,nao,sim,nao,sim,nao,nao votou,nao,NA
141516,PauloAbiAckel,NA,psdb,MG,sim,sim,sim,nao votou,sim,sim,sim,sim,sim,sim,sim,sim,nao,nao,nao,sim,nao,sim,nao,sim
80920,Penna,NA,pv,SP,nao votou,nao votou,sim,nao,sim,nao,sim,nao,nao votou,nao,nao votou,sim,sim,nao votou,nao votou,sim,sim,sim,nao,NA
160601,PrMarcoFeliciano,NA,psc,SP,sim,nao votou,nao,sim,sim,sim,sim,nao,nao,sim,sim,sim,sim,nao votou,nao votou,nao,sim,sim,sim,sim
160639,ProfessoraDorinhaSeabraRezende,NA,dem,TO,sim,nao votou,sim,sim,nao,nao,sim,nao,nao,nao,sim,sim,sim,nao,nao,sim,sim,sim,sim,sim
