id_dep,nome,deputado,partido,UF,tema_1,tema_2,tema_3,tema_4,tema_5,tema_6,tema_7,tema_8,tema_9,tema_10,tema_11,tema_12,tema_13,tema_14,tema_15,tema_16,tema_17,tema_18,tema_19,IMPEACHMENT
74048,RaulJungmann,NA,pps,PE,nao votou,nao votou,sim,sim,nao,nao,nao,nao votou,sim,nao votou,nao,nao,nao votou,nao,nao,nao,nao,nao votou,nao,NA
73805,RobertoFreire,NA,pps,SP,nao votou,sim,sim,sim,nao,nao,nao,nao,sim,nao,sim,sim,sim,nao votou,nao,nao,nao,nao votou,nao,NA
160651,RogerioPeninhaMendonca,NA,pmdb,SC,sim,nao,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim,nao,sim,sim,sim
178935,Rossoni,NA,psdb,PR,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,nao,sim,nao,sim,sim,NA
74372,SandesJunior,NA,pp,GO,nao votou,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim,sim,sim,sim,nao,sim,sim,sim,sim,NA
74765,SilasBrasileiro,NA,pmdb,MG,sim,sim,sim,sim,nao votou,sim,nao votou,nao votou,sim,nao votou,sim,nao votou,nao,nao votou,nao votou,sim,sim,sim,sim,NA
187008,SilasFreire,NA,pr,PI,nao,sim,sim,sim,sim,sim,nao,sim,nao,nao,nao,sim,sim,sim,sim,sim,nao,sim,nao,NA
73424,SimaoSessim,NA,pp,RJ,sim,nao votou,nao votou,nao votou,sim,sim,nao votou,nao votou,sim,nao votou,sim,nao votou,nao votou,sim,sim,nao votou,nao votou,nao votou,nao votou,sim
160610,ValmirAssuncao,NA,pt,BA,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,sim,sim,nao,sim,nao,NA
137853,WadsonRibeiro,NA,pcdob,MG,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,nao,sim,sim,sim,sim,nao,nao,sim,nao,NA
160631,WalneyRocha,NA,ptb,RJ,sim,nao,nao,sim,sim,sim,sim,sim,sim,sim,sim,sim,nao,nao,nao,sim,nao,sim,sim,NA
141560,WalterIhoshi,NA,psd,SP,nao votou,sim,nao votou,sim,sim,sim,sim,sim,sim,nao,sim,sim,nao,sim,sim,nao,nao,sim,nao,NA
141563,WilliamWoo,NA,pv,SP,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,nao votou,sim,nao votou,nao,nao votou,nao votou,sim,nao,nao votou,nao votou,nao votou,nao votou,NA
178902,ZecadoPt,NA,pt,MS,nao,sim,sim,nao,nao votou,nao votou,nao,nao,nao,nao,nao,sim,nao votou,sim,sim,sim,nao,nao votou,sim,nao
